gid,objectname,the_geom_text,geom_type,properties
36954,JL. SIDNEY RANGKONG,"LINESTRING(117.468527769228 0.704048433075891,117.468259331685 0.704135675277172,117.468011026959 0.704263183109815,117.467715745662 0.704800058194624,117.46744730812 0.705726167715921,117.46725940184 0.706155667783769,117.466907624605 0.706629504663974,117.466252761056 0.707658918021236,117.465312199098 0.708954494289297)",road,666.863
36073,IN MJ HIMALAYA,"LINESTRING(117.436611695829 0.656151394621249,117.436787672022 0.656216703739812)",road,20.877
25986,JL. KASWARI 06,"LINESTRING(117.462338442775 0.690460329933994,117.462397997863 0.690393686096213,117.462507140168 0.690069158939138)",road,47.797
37093,IN SUPPORT JL. HIMALAYA,"LINESTRING(117.433327976872 0.646408530841243,117.433423325024 0.646660563644359)",road,29.821
3406,JL. DUBAI2 02,"LINESTRING(117.458926408561 0.719651020604857,117.458926408561 0.719651020604857)",road,0
37198,IN FRONT EX2406,"LINESTRING(117.440897741105 0.611743722654158,117.443196313955 0.613291361194847)",road,307.815
34971,JL. RO HIMALAYA 06,"LINESTRING(117.433092259065 0.644001356429079,117.432926726086 0.643050876741689)",road,106.702
37200,IN FRONT EX1777,"LINESTRING(117.468416703881 0.71250584475643,117.468592471784 0.712385004322679,117.468740775953 0.712104874226258,117.468773732435 0.711802773141883,117.468735283206 0.711357860635802)",road,141.779
33743,JL RO TAMRIN 14400,"LINESTRING(117.477796526684 0.661172405333478,117.477693734886 0.661933064643395,117.477610947311 0.662995657193222)",road,202.741
26742,JL. RO ADAM MALIK 700,"LINESTRING(117.459999341092 0.584875702872703,117.46131509055 0.583363550020353)",road,222.28
37094,IN SUPPORT KALTIM,"LINESTRING(117.49625565101 0.727233619487515,117.496842432573 0.726934459175738)",road,73.214
36520,JL. ROCO 01,"LINESTRING(117.458538697305 0.697940747062644,117.458390995645 0.697092171465557)",road,95.26
27489,JL. RO CIRU 02,"LINESTRING(117.460470720022 0.657859570862293,117.460028434643 0.655906863535666,117.459722857934 0.655062889768439,117.459500438414 0.654257068642974,117.459626531946 0.653961887006725)",road,448.797
35985,JL. DUBAI,"LINESTRING(117.465292182825 0.705741810685873,117.465226584501 0.705949865964635,117.465097381945 0.706156675184575)",road,51.151
32361,JL. RO KUDA 2.2,"LINESTRING(117.437996058789 0.621292210136143,117.438287867786 0.621389479801755,117.438323238573 0.621610547223599,117.438303859181 0.622285643273859,117.438314395876 0.622813153998431,117.438503243643 0.623252657917503,117.439280843048 0.623621519173327,117.440277765361 0.624419057023755,117.440846011079 0.625226564097314,117.441743241161 0.625744963700093)",road,706.953
37199,IN FRONT EX758,"LINESTRING(117.498552157846 0.727921967945582,117.497943355358 0.727724304800209,117.497801037893 0.727526641654836,117.497675604225 0.727303676977051,117.497455787602 0.727151223512692,117.497448696744 0.72692786146026,117.497551514196 0.726690317690213,117.497742967384 0.72636059275567,117.497774876249 0.726098230979797,117.497745692212 0.725905803862779,117.497728785667 0.725779142333465,117.497750058243 0.72492823927658,117.497844225197 0.724549068298105)",road,454.053
37142,IN FRONT EX1166,"LINESTRING(117.462338442775 0.690460329933994,117.461899970836 0.691937610529776,117.461462614212 0.692742831701813)",road,271.962
35894,IN MHR TAMRIN,"LINESTRING(117.476556681985 0.682938417345842,117.476014802175 0.68244002847155)",road,81.702
37197,IN FRONT EX1223,"LINESTRING(117.451495445346 0.699718994776273,117.45207231771 0.699222422550108)",road,84.488
31717,JL. RO BEO O3,"LINESTRING(117.471971878738 0.709839272468351,117.471264718321 0.708651754502833)",road,153.095
37137,IN FRONT EX771,"LINESTRING(117.443644941392 0.668144862831228,117.442912316178 0.668491578309382,117.442704011771 0.668583895035199,117.442552517657 0.668446603494241,117.441972732151 0.667131638876499)",road,297.217
35900,IN SUPPORT ANGGREK,"LINESTRING(117.450891170288 0.626987961668397,117.452690211713 0.626260334611102,117.453399986696 0.626891478848454)",road,321.231
37187,IN FRONT EX1849,"LINESTRING(117.453048345583 0.700090377027173,117.453025228088 0.70020225669287,117.453002230307 0.700416902648682,117.453063557723 0.70064688045848,117.453155548847 0.700876858268278,117.453215813407 0.701534836149366)",road,163.316
35184,IN STP. NURI,"LINESTRING(117.441018976116 0.608596083395866,117.440202130409 0.609277001931655)",road,118.053
33185,JL. RO PENAJAM 04,"LINESTRING(117.490180348029 0.72221085482109,117.490333375753 0.722521161038672,117.490562917338 0.723095015002694,117.490894477406 0.723524342783184,117.491196282084 0.723911162862636,117.491402637819 0.724104094500316,117.491587352933 0.724153456758557,117.491715333235 0.724116449772478)",road,288.673
30231,JL. RO BALIKPAPAN 10,"LINESTRING(117.498435093686 0.717467976074362,117.499162935971 0.718818170026871,117.499514915374 0.719903437155834,117.499639621225 0.720678620896505)",road,382.931
37202,IN FRONT EX1881,"LINESTRING(117.460949428891 0.693129639389952,117.460958323433 0.69343574717519,117.4612793807 0.693928693995234)",road,99.04
34651,IN BD_SOULMATE,"LINESTRING(117.445003579025 0.621690441760916,117.448839336356 0.621686833517254)",road,426.97
26748,JL. RO HASSANUDIN 1900,"LINESTRING(117.456503399768 0.594104407678993,117.456304982125 0.593298135403895)",road,91.848
7735,IN CRUSHER 8 03,"LINESTRING(117.441769784635 0.606781361188646,117.441727102009 0.606917480567384,117.441536639949 0.607526450386256)",road,86.379
27152,JL. RO HASSANUDIN 4000,"LINESTRING(117.444930725476 0.60444551850531,117.445985382395 0.60450465192718)",road,117.579
32285,JL. RO SAMARINDA 13,"LINESTRING(117.500801955913 0.725377260435313,117.501539533247 0.724674479157746)",road,113.045
35418,IN MHR SAKURA,"LINESTRING(117.460740368799 0.628037187951801,117.461541022586 0.628224028750601)",road,91.486
36894, JL DISP SRIGUNTING,"LINESTRING(117.443433338628 0.690172605585117,117.442720167802 0.689554310432038,117.4424665899 0.688506673020298,117.442011228645 0.687501737837661,117.441854207523 0.687117036088058,117.441438101549 0.686700930113997,117.440715804386 0.686088547737077,117.440464570591 0.685798058660846,117.440134826234 0.685091463610554,117.439914996663 0.684361315391919,117.439755774963 0.683376375224218,117.439786825744 0.682966570231815,117.439980764987 0.682298298026649,117.440055761661 0.681285842919366,117.439799746791 0.681073636842984)",road,1157.744
32678,JL. MANILA 02,"LINESTRING(117.454997980703 0.705840283604747,117.454705120814 0.704820291088136,117.454548652998 0.704037952007091)",road,205.644
35492,IN UNDERPASS,"LINESTRING(117.437620791768 0.660437370513484,117.437745354022 0.660524029851635)",road,16.854
10960,IN DISP. REHAB MALAGA,"LINESTRING(117.438753211414 0.617072360292048,117.440003643746 0.616192243726324)",road,169.837
36913,JL. RANGKONG 10,"LINESTRING(117.469527982034 0.712484684705944,117.469207849127 0.713213445051652,117.468940460131 0.713572519509173,117.468758981752 0.713743322689498,117.468567731882 0.713830940373533)",road,188.775
9524,JL. CANBERA 01,"LINESTRING(117.459535758521 0.706606930311522,117.459691992015 0.706478791150911,117.459762384351 0.706403168804767)",road,33.891
35488,IN MHR HIMALAYA 2,"LINESTRING(117.435829290642 0.652822263730006,117.436237681492 0.653063964437151)",road,52.733
36896,IN DISP. SRIGUNTING RL50S,"LINESTRING(117.439799746791 0.681073636842984,117.440055761661 0.681285842919366,117.4404087827 0.679679623361638,117.440872930319 0.679470809048726,117.441372130703 0.679387608984642,117.441652383551 0.679492703802432,117.442173478689 0.680048830546571)",road,449.553
33595,JL. MAROKO 06,"LINESTRING(117.459811822289 0.690024179071911,117.458876964296 0.68987092366325)",road,105.431
33749,JL RO TAMRIN 15700,"LINESTRING(117.475826350544 0.67375754787998,117.475644751699 0.672630264488257,117.475720132352 0.672325315485633)",road,161.025
37099,IN FRONT EX1240,"LINESTRING(117.459773536799 0.675292406266107,117.45928921662 0.675588781301093,117.458836144278 0.675891967241942,117.458348159794 0.675821063513532,117.458068715688 0.675479057294145,117.45798112873 0.673760684582099)",road,417.754
34973,JL. RO HIMALAYA 07,"LINESTRING(117.433327976872 0.646408530841243,117.433092259065 0.644001356429079)",road,267.462
34052,IN DISP. KELADI RL35,"LINESTRING(117.495922930115 0.69958680518128,117.496187364679 0.69930497731832,117.496297837552 0.698894649503239,117.496129497936 0.698552709657337,117.495887509737 0.698110818164172)",road,187.868
8760,JL. RO KENARI 09,"LINESTRING(117.482694922093 0.711881401005861,117.480734766728 0.710778264242012)",road,249.969
36788,IN FRONT EX759,"LINESTRING(117.466824840135 0.721109939876002,117.466008892283 0.720837378895923,117.465465000362 0.720534593702898,117.465313607766 0.720248629909486,117.465369679098 0.719699130855478,117.465661403232 0.716787609535723)",road,585.36
33806,JL. RO TOKYO 050,"LINESTRING(117.449903563123 0.705615704846377,117.449677856197 0.705512127010607,117.449316106741 0.705536862016164,117.448957570785 0.705614518571479,117.448767563218 0.705730787865704)",road,133.544
24441,IN DISP. SRIGUNTING RL50 W,"LINESTRING(117.445353957455 0.691090794734332,117.445353957455 0.691090794734332)",road,0
30219,IN CRUSHER 8 01,"LINESTRING(117.439997847477 0.607948551070436,117.44054137838 0.606481539333643,117.441254993179 0.606280835171278,117.441769784635 0.606781361188646)",road,335.273
33976,IN +DISP. BLOCK 4,"LINESTRING(117.500078694058 0.72164894434789,117.499116712832 0.722372467743511)",road,133.665
36891,IN DISP. HYDROS 3 RL60,"LINESTRING(117.449177043343 0.71915969270005,117.448204397167 0.71901784846609,117.447586967793 0.718414527503603,117.447425185047 0.71732827192433,117.447916321207 0.716283866244659,117.448106242444 0.71544071934285)",road,549.999
36787,JL. RO. ROMA 13,"LINESTRING(117.457129903004 0.700675571971165,117.457032977116 0.701172888728155)",road,56.039
36852,IN FRONT EX1743,"LINESTRING(117.495441192235 0.727850816790772,117.495506869501 0.727964992039609,117.495477610645 0.728229030789615,117.495371414176 0.728483258698848,117.494378475461 0.729857878943575)",road,262.395
36847,IN DISP. HYDROS 3 RL30,"LINESTRING(117.446596712459 0.715603881661846,117.447116706957 0.715882124915821,117.448106242444 0.71544071934285)",road,186.026
37172,IN FRONT EX769,"LINESTRING(117.468567731882 0.713830940373533,117.468722799973 0.713604258995632,117.468911997571 0.713112345240964,117.469120114929 0.712573132086809,117.469214713728 0.71205283869245,117.469405398339 0.711670947214155,117.469498510124 0.71153254529809,117.469553760306 0.711192320424664,117.469453917937 0.710888038920464,117.469339812373 0.710835740536929,117.46944440914 0.710916565311482)",road,379.145
34977,JL. RO HIMALAYA 09,"LINESTRING(117.435829290642 0.652822263730006,117.435885166205 0.6530562181069,117.435721129988 0.652306338254328,117.435510226279 0.651837663346471,117.435047611144 0.65110781970767,117.434203798686 0.650451521129216,117.433697511212 0.649701465610982)",road,483.103
37144,IN FRONT EX1858,"LINESTRING(117.456057260178 0.702006582618251,117.455861825735 0.701749559379446,117.455481005159 0.701678241368916,117.454963949437 0.701416665627719,117.454285801143 0.701236059663219)",road,221.403
34968,JL. RO HIMALAYA 04,"LINESTRING(117.432202154064 0.635074451176991,117.433392538677 0.632727130498127)",road,291.42
25292,JL. RO DUBAI TO CADAS,"LINESTRING(117.461550166825 0.718037551436151,117.460624343346 0.71832294249635,117.459760629917 0.718502292825678)",road,205.942
34976,JL. RO HIMALAYA 10,"LINESTRING(117.436611695829 0.656151394621249,117.435829290642 0.652822263730006)",road,378.279
26490,JL. ALBATROS 02,"LINESTRING(117.463719742072 0.717659160946059,117.46399729832 0.717749731932533,117.464131693978 0.717939638839656,117.464163471116 0.718028853209829)",road,68.74
33752,JL RO TAMRIN 16200,"LINESTRING(117.476474733495 0.679002396114199,117.476564285761 0.678737321408103)",road,30.959
23921,IN STP BELUT 4,"LINESTRING(117.437693749721 0.600089166063648,117.438015648957 0.600053393037081,117.438393860251 0.600040005026678,117.438661516537 0.600037224149305)",road,107.971
14397,JL. RO CENDRAWASIH 02,"LINESTRING(117.471087990148 0.719001751334092,117.471616625014 0.718715104065857,117.47214839402 0.718367819021414,117.472595866958 0.717987582949909,117.472926859768 0.717524135438504,117.473248824865 0.71698037216262,117.473592254303 0.715907155170745,117.47388358555 0.715144952404673)",road,550.666
4316,JL. RO AHMAD YANI 04,"LINESTRING(117.4975430663 0.649778957534379,117.496553562146 0.650477078524796,117.495956633658 0.65080267588196,117.49534490529 0.650995074320284,117.495108107212 0.651118406652544)",road,311.09
477,JL. RO JALAK 02,"LINESTRING(117.493645820239 0.666936895511964,117.492633985987 0.668266877807204,117.492031753395 0.669601054626792,117.491364664985 0.670842580278354)",road,503.355
481,JL. RO SAMRAT 02,"LINESTRING(117.482636734826 0.676095287176006,117.480202019945 0.6752107024902)",road,288.123
478,JL. RO JALAK 01,"LINESTRING(117.491364664985 0.670842580278354,117.491077446364 0.671898803593862,117.490929204495 0.672816050157329,117.490873613794 0.673909333940047,117.490748687342 0.674165330281301)",road,376.431
25730,JL. IP FLAMINGGO 10,"LINESTRING(117.467622866301 0.722421411786831,117.467622866301 0.722421411786831)",road,0
476,JL. RO JALAK 03,"LINESTRING(117.496039785471 0.664616035898863,117.493645820239 0.666936895511964)",road,369.957
36464,JL. CARACAS,"LINESTRING(117.460149062571 0.692427983137069,117.460194989971 0.692035512624373,117.460390091569 0.691838932747267,117.460677446223 0.691710109165674,117.461011938908 0.691687198707835)",road,146.757
34526,IN DISP. HYDROS 2 DEKAT,"LINESTRING(117.447861420644 0.699825298675574,117.448027549606 0.698985070479888,117.448188561104 0.698730135608021,117.448141599417 0.69832089805055,117.447995238857 0.697653491844109,117.447733650073 0.696548320824945)",road,374.886
34734,IN DISP. HYDROS 3 BAROKAH,"LINESTRING(117.453048915713 0.71115977778606,117.452135844604 0.709289399106502,117.452292449454 0.708948320746145)",road,271.988
26749,JL. RO HASSANUDIN 2100,"LINESTRING(117.456985964047 0.595781707716101,117.456503399768 0.594104407678993)",road,193.089
35350,JL. RO TOKYO 08,"LINESTRING(117.448806812326 0.707130437418586,117.44886706368 0.707897261837508)",road,85.056
26747,JL. RO ADAM MALIK 1700,"LINESTRING(117.456304982125 0.593298135403895,117.45651102319 0.591251942547361)",road,227.416
26689,JL. RO ADAM MALIK 1300,"LINESTRING(117.45702246959 0.589462594937289,117.457682531613 0.587728674678332)",road,205.323
17961,JL. RO GATSU 09,"LINESTRING(117.460857449534 0.655049918765327,117.460625522994 0.654949405226323,117.460423650369 0.654801365301255,117.460282339532 0.654572576326151,117.460181225547 0.653946176796526,117.460155772175 0.653746898979587)",road,178.086
37102,IN FRONT EX764,"LINESTRING(117.464238147265 0.701213636280289,117.463074006483 0.700965953669066)",road,132.444
35372,JL. RO SRIGUNTING 09,"LINESTRING(117.443442114863 0.691272441923882,117.443525976286 0.691128236160603,117.443564981615 0.691006344505566,117.443640961151 0.690622430716413)",road,75.922
9506,JL. RO KOLIBRI KEN 01,"LINESTRING(117.479550792016 0.710710347672171,117.478955613521 0.71097737005256)",road,72.532
34190,JL. RO PARIS 08,"LINESTRING(117.448597247242 0.704222942409098,117.448722524239 0.70482954681517,117.448784494977 0.705221021957448,117.448767563218 0.705730787865704)",road,168.741
37204,IN FRONT EX773,"LINESTRING(117.466696758154 0.698824870693887,117.466387395602 0.698882115224434,117.466260848485 0.699103572678947)",road,63.262
35349,JL. RO TOKYO 07,"LINESTRING(117.4487800511 0.706600565148342,117.448806812326 0.707130437418586)",road,58.666
34507,JL. CANBERA 04,"LINESTRING(117.456482481091 0.708906217161832,117.456363866748 0.709029393595319,117.455815109961 0.709356877419684,117.454908898908 0.709829985343201)",road,203.609
37170,IN FRONT EX2393,"LINESTRING(117.440897741105 0.611743722654158,117.442396368505 0.613407135643972)",road,248.311
31495,JL. RO CADAS 03,"LINESTRING(117.456184677499 0.719566968156913,117.455821304076 0.719914369121667,117.455585710318 0.720221838941048,117.455404122566 0.720353028293656,117.455202371323 0.720401529095231,117.454980995552 0.720408590426748,117.454733102958 0.720259000068424,117.454506580416 0.720049573566771,117.454266482698 0.7196426213607,117.454311779444 0.71954219588518)",road,302.279
